	1
influenced	1
injuries."	1
institute	1
institutions	1
interior	1
international	1
interstates	1
into	7
inundated	1
invention	1
iowa	2
iowa.	1
ioway,	1
is	43
it	17
its	13
itself	1
jacques	1
jail,	1
january	3
jazz	1
jobs	1
john	2
jolliet	1
joseph	2
july	1
juncture	1
just	2
kaskaskia	2
kaskaskia,	3
kentucky	1
kentucky,	1
kentucky.	2
kickapoo	2
killed	3
killing	1
known	4
koster	1
kroc	1
l.	1
la	1
labor	3
laboratory,	1
lake	7
lakefront,	1
lakes	4
lakes,	2
lakes.	1
land	1
language,	3
large	1
largely	3
larger	1
largest	9
late	1
later	2
latitude	1
latitude.	1
latitudinally	1
law	4
lawn	1
lawrence	2
laws	1
lead	2
leader	1
leadership	2
leading	1
leads	1
leave	1
led	1
left	1
legal.	1
legislators	1
length	1
less	1
level	2
library	1
license	1
lies	2
light	1
like	1
lincoln	2
lincoln",	1
lincoln's	1
lincoln,	2
line	1
little	1
lived	1
living	1
lobbied	1
lobbying	1
local	1
locally	1
located	7
logan	1
long	1
long,	1
longer	1
longitude	1
louis	5
louis,	3
louisiane	1
low	1
lying	1
made	1
major	4
making	3
manhattan	1
manufactured	1
manufacturing	2
many	7
marion	1
marion,	1
markets.	1
marks	1
marquette	1
mascouten,	1
mass	1
mattoon.	1
may	2
mcdonald's	2
mean	2
meaning	1
meant	2
measured	1
medium-small	1
members	1
men	1
men",	1
mental	1
metro	2
metro-east.	1
metropolis	1
metropolitan	2
mexico.	1
mi	3
miami,	1
miami-illinois	2
michigan	4
michigan,	2
michigan.	3
microcosm	1
mid-continental	1
midsection	1
midwest	1
midwestern	1
migrants	1
migrated	1
migration	2
miles	2
military	2
militia.	1
mines	1
mining	2
mining.	1
minor	1
minutes	1
missionaries	1
missionary-period	1
mississippi	13
mississippi.	1
mississippian	1
missouri	2
missouri.	1
moderate	1
modern	2
modified	1
monks	1
months,	1
more	6
more.	1
mormon	1
mormons	1
mormons'	1
morris.	1
most	8
mostly	1
mound,	2
mounds,	1
move	1
moved	4
movement.	1
much	3
murdered	1
museum	1
museum,	1
mustered	1
name	6
name,	1
name:	1
nathaniel	1
nation	1
nation's	1
nation,	1
national	2
native	1
natural	2
nauvoo	2
nauvoo.	2
near	6
nearly	3
new	4
next	2
nine	1
no	3
nominally	1
normal	1
normally	1
north	7
north,	3
north-south	1
north.	1
northeast	1
northeast,	1
northeastern	1
northern	13
northernmost	1
northwest	4
northwestern	1
not	3
noted	1
november	1
nuclear	6
number	1
numbered	1
o'hare	1
oak	1
obama.	1
occupies	1
occurred	1
occurring	1
ocean	1
ocean.	1
ocean;	1
october	2
of	153
official	1
often	2
ohio	5
ohio.	1
oil	3
ojibwe	1
on	15
one	6
one-third	1
only	3
ontario	1
opened	2
opening	1
operating,	1
opposed	1
or	4
ordinance	2
ordinance,	1
organized	1
original	3
originally	1
ostensibly	1
other	9
others	1
ottawa	1
out	3
outbreak	1
outside	2
over	4
owned	1
park.	1
part	12
particle	1
particular,	1
particularly	2
parts	1
pass	2
passed	3
passed.	1
past),	1
peak	1
pennsylvania,	1
people	5
people.	1
peoria,	2
per	1
percent	1
perhaps	1
perished.	1
permanent	1
petroleum	1
piankashaw,	1
plaines	1
plainfield	1
plains,	1
planned	1
plant	1
plants	1
plates	1
platform	1
plaza	1
plaza.	1
plow	1
plural	1
political	2
politics.	1
pope	2
pope,	1
populated,	1
population	8
population.	1
populous	2
port	4
portion	3
ports	1
position	1
post	1
posted	1
potawatomi,	1
power	2
power.	1
powerful	1
prairie	2
pre-columbian	1
pre-european.	1
precipitation	1
precolumbian	1
present	1
present-day	2
president	2
presidential	1
presidents	1
previously	1
privately	1
produced	1
production.	1
productive	1
productivity	1
progress	1
prohibit	1
project,	1
prominence	1
prominent	1
prominently	1
pronunciation	1
proposed	1
provide	1
province	1
provision	1
provisions	1
puddles	1
pullman	1
puts	1
quad	1
quincy;	1
rail	1
railroads	1
raised	1
ranked	3
ranking	1
ranks	1
rapid	1
rapidly	1
ray	1
reach	1
reachable	1
reached	1
reaction.	1
reagan,	1
reasons,	1
receives	1
recommendation	1
record	1
recorded	3
records.	1
referred	1
regiments	1
regiments,	1
regiments.	2
region	8
region,	2
region.	1
regional	1
regular	1
remained	1
remaining	1
rented	1
repealed	1
replacing	2
representative	1
representing	1
represents	1
reputation	1
research	1
reserved	1
residents	2
residents.	2
resistance	1
resources	1
resources.	1
rest	3
result	1
resulted	1
return,	1
revision	1
revolutionary	1
rich	1
riot,	1
ripped	1
rivaled	1
river	11
river)	1
river,	6
river.	6
river;	1
rivers,	2
rivers;	1
rochelle.	1
rock	2
rockford,	1
rockfordâ€”which	1
rogers	1
role	1
ronald	1
route	1
rugged	2
rule.	1
runs	1
s.	1
sacred	1
said	1
saint	2
same	1
sangamon	1
sauk,	2
scholars	1
sea	1
seasonally	1
seaway	2
seaway,	1
second	1
section	2
self-scouring	1
separate	1
separated	1
servants.	1
serve	2
served	2
settle	1
settled	4
settlement	1
settlement.	1
settlements	1
settlers	5
settling	1
seven	3
seventeen	1
seventh	1
several	3
severe	1
shares	1
shawnee	1
shawnee,	1
shelter.	1
shift	2
ship	1
shipped	1
shoreline	3
significant	2
since	1
site	5
site,	1
sits	1
situation,	1
six	1
sixth	1
slavery	3
slaves	5
slaves.	1
slogan,	1
small	5
small-scale	1
smith	1
snow";	1
snowfall	2
social	1
sodomy.	1
soldiers	1
some	6
somewhat	3
soon	3
south	5
south,	4
southeastern	1
southern	14
southernmost	3
southward,	1
southwest.	1
sovereign	1
soybeans,	1
speaks	1
specified	1
speculated	1
spell	1
spelled	1
spelling	2
springfield,	2
springfield.	1
sqft,	1
sqmi	2
sqmi.	1
st.	7
stage,	1
standing	1
starved	2
state	25
state",	1
state's	8
state),	1
state,	5
state-supported	1
state.	8
statehood,	1
statehood.	1
states	8
states,	3
states.	6
states;	1
statistical	1
ste.	1
steel	1
still	1
still,	1
stipulated	1
storm	1
story	1
strategically	1
street).	1
strike	1
strikes	1
structure	2
submitted	1
subtropical	1
suburbs	1
suburbs,	1
succeeded	1
successfully	1
successive	1
successively	1
such	3
sudden	1
sudden,	1
summers	1
sunday,	1
superior	1
supply	1
supplying	1
supported	1
surpassed	1
survivors	1
sustained	1
suzanne	1
sweden.	1
system	2
taken	1
tangent	1
temperature	3
term	1
terms	2
terms.	1
territory	2
territory,	1
than	5
that	10
that;	1
the	348
their	3
them	1
themselves,	1
then	1
then-expanding	1
there	3
there,	1
therefore	1
these	2
they	4
third	2
this	9
those	1
though	2
thought	2
thousands	2
three	5
three,	1
through	2
through,	1
throughout	2
thunderstorm	2
thus,	2
timber,	1
time.	1
tip	3
title="illinois">	1
to	65
today	2
today's	1
today,	1
today.	1
tolls	1
topography	2
topography,	1
topography.	1
topped	1
tornado	5
tornado,	1
tornadoes	7
total	1
touched	1
town	1
towns	2
tracking	1
tract	1
trade	1
traffic	1
training	1
transformed	1
transliteration	1
transportation	2
travel	1
travelers	2
treatment	1
tremendous	1
tri-state	2
tribes	2
tribes.	1
troops	1
tuesday,	1
turn	1
turned	1
twice.	1
two	1
two-county	1
u.s.	5
ulysses	1
under	1
unglaciated	2
union	2
union,	1
union.	1
unions	1
united	10
university	1
unknown	2
unlike	1
unrelated	1
until	3
up	1
upper	1
urban	2
url="http://en.wikipedia.org/wiki?curid=14849"	1
us	1
usable	1
used	1
utah;	1
utopian	1
valley	1
valley,	1
valuable	1
vandalia	1
vanished	1
variation	1
varies	2
variety	2
varying	1
verb	1
via	4
victims	1
vincennes.	1
violent	1
virginia	1
virginia.	1
voted	1
vulnerable	1
wabash	3
wanted	1
war	3
war,	2
war.	2
warfare.	1
warmer	1
wars	1
wars.	1
was	36
washington,	1
water	1
waterway	1
waterways	1
way".	1
ways	1
wea,	1
weather	1
well	8
were	11
west	5
west,	1
western	4
when	4
where	1
which	16
while	4
white	1
whites	1
who	4
whose	1
wide	2
widely	1
width,	1
winnebago	1
winter	2
winter,	1
winters	1
winters.	2
wisconsin	3
wisconsin,	1
with	26
within	1
woodhenge	1
word	1
working	1
world	2
world's	4
worst	1
would	3
written	1
year,	1
year.	1
yearly	1
years	3
years'	1
years,	1
years.	1
york,	1
â€“	2
